Store,Date,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Weekly_Sales
1,2011-10-07,A,151315,69.31,3.285,217.0453684,7.866,False,0.0,0.0,0.0,0.0,0.0,1630989.95
1,2011-10-14,A,151315,71.74,3.274,217.3552733,7.866,False,0.0,0.0,0.0,0.0,0.0,1493525.93
1,2011-10-21,A,151315,63.71,3.353,217.5159762,7.866,False,0.0,0.0,0.0,0.0,0.0,1502562.78
1,2011-10-28,A,151315,66.57,3.372,217.6766791,7.866,False,0.0,0.0,0.0,0.0,0.0,1445249.09
1,2011-11-04,A,151315,54.98,3.332,217.837382,7.866,False,0.0,0.0,0.0,0.0,0.0,1697229.58
1,2011-11-11,A,151315,59.11,3.297,217.9980849,7.866,False,10382.9,6115.67,215.07,2406.62,6551.42,1594938.8900000001
1,2011-11-18,A,151315,62.25,3.308,218.2205088,7.866,False,6074.12,254.39,51.98,427.39,5988.57,1539483.7
1,2011-11-25,A,151315,60.14,3.236,218.4676211,7.866,True,410.31,98.0,55805.51,8.0,554.92,2033320.66
1,2011-12-02,A,151315,48.91,3.172,218.7147333,7.866,False,5629.51,68.0,1398.11,2084.64,20475.32,1584083.95
1,2011-12-09,A,151315,43.93,3.158,218.9618456,7.866,False,4640.65,19.0,105.02,3639.42,14461.82,1799682.38
1,2011-12-16,A,151315,51.63,3.159,219.1794533,7.866,False,5011.32,67.0,347.37,225.79,4011.37,1881176.67
1,2011-12-23,A,151315,47.96,3.112,219.3577216,7.866,False,2725.36,40.48,634.7,24.9,2739.43,2270188.99
1,2011-12-30,A,151315,44.55,3.129,219.5359898,7.866,True,5762.1,46011.38,260.36,983.65,4735.78,1497462.72
1,2012-01-06,A,151315,49.01,3.157,219.7142581,7.348,False,6277.39,21813.16,143.1,1450.13,8483.0,1550369.92
1,2012-01-13,A,151315,48.53,3.261,219.8925263,7.348,False,5183.29,8025.87,42.24,453.08,3719.38,1459601.17
1,2012-01-20,A,151315,54.11,3.268,219.9856893,7.348,False,4139.87,2807.19,33.88,500.62,3400.21,1394393.84
1,2012-01-27,A,151315,54.26,3.29,220.0788523,7.348,False,1164.46,1082.74,44.0,11.0,1222.19,1319325.59
1,2012-02-03,A,151315,56.55,3.36,220.1720153,7.348,False,34577.06,3579.21,160.53,32403.87,5630.4,1636339.65
1,2012-02-10,A,151315,48.02,3.409,220.2651783,7.348,True,13925.06,6927.23,101.64,8471.88,6886.04,1802477.43
1,2012-02-17,A,151315,45.32,3.51,220.4257586,7.348,False,9873.33,11062.27,9.8,8409.31,3402.66,1819870.0
1,2012-02-24,A,151315,57.25,3.555,220.636902,7.348,False,9349.61,7556.01,3.2,1219.92,8143.59,1539387.83
1,2012-03-02,A,151315,60.96,3.63,220.8480454,7.348,False,15441.4,1569.0,10.8,25390.88,8067.61,1688420.76
1,2012-03-09,A,151315,58.76,3.669,221.0591887,7.348,False,10331.04,151.88,6.0,671.43,5509.84,1675431.16
1,2012-03-16,A,151315,64.74,3.734,221.2118132,7.348,False,4298.16,7.5,2.02,2724.65,2017.69,1677472.78
1,2012-03-23,A,151315,65.93,3.787,221.2864126,7.348,False,6118.56,9.48,4.97,426.72,3657.22,1511068.07
1,2012-03-30,A,151315,67.61,3.845,221.3610119,7.348,False,10309.58,0.5,10.25,1654.17,2642.78,1649604.63
1,2012-04-06,A,151315,70.43,3.891,221.4356112,7.143,False,10121.97,0.0,77.98,3750.59,4510.72,1899676.8800000001
1,2012-04-13,A,151315,69.07,3.891,221.5102105,7.143,False,6186.19,3288.69,17.07,1822.55,1063.78,1621031.7
1,2012-04-20,A,151315,66.76,3.877,221.5640737,7.143,False,2230.8,612.02,19.75,275.13,5747.1,1521577.8699999999
1,2012-04-27,A,151315,67.23,3.814,221.6179368,7.143,False,3221.25,0.0,35.49,577.14,6222.25,1468928.3699999999
1,2012-05-04,A,151315,75.55,3.749,221.6718,7.143,False,21290.13,0.0,69.89,4977.35,3261.04,1684519.99
1,2012-05-11,A,151315,73.77,3.688,221.7256632,7.143,False,8351.4,0.0,10.52,2443.14,3127.88,1611096.05
1,2012-05-18,A,151315,70.33,3.63,221.742674,7.143,False,6154.14,0.0,45.11,1675.49,5508.18,1595901.87
1,2012-05-25,A,151315,77.22,3.561,221.744944,7.143,False,4039.39,0.0,745.19,1429.96,3631.13,1555444.55
1,2012-06-01,A,151315,77.95,3.501,221.7472139,7.143,False,6086.21,12.0,370.51,148.75,3690.85,1624477.58
1,2012-06-08,A,151315,78.3,3.452,221.7494839,7.143,False,8813.81,116.8,64.55,2652.04,7161.91,1697230.96
1,2012-06-15,A,151315,79.35,3.393,221.7626421,7.143,False,5621.99,109.6,0.25,2420.28,3083.26,1630607.0
1,2012-06-22,A,151315,78.39,3.346,221.8030211,7.143,False,8624.56,171.25,3.05,2524.07,7063.68,1527845.81
1,2012-06-29,A,151315,84.88,3.286,221.8434,7.143,False,3965.73,161.6,0.0,435.99,4212.97,1540421.49
1,2012-07-06,A,151315,81.57,3.227,221.8837789,6.908,False,12218.76,94.4,192.83,4066.01,6149.04,1769854.16
1,2012-07-13,A,151315,77.12,3.256,221.9241579,6.908,False,7218.13,45.2,36.24,3909.38,2596.37,1527014.04
1,2012-07-20,A,151315,80.42,3.311,221.9327267,6.908,False,3213.0,313.72,9.53,2262.02,3228.19,1497954.76
1,2012-07-27,A,151315,82.66,3.407,221.9412954,6.908,False,7146.9,389.02,1.59,10267.54,4325.19,1439123.71
1,2012-08-03,A,151315,86.11,3.417,221.9498642,6.908,False,27584.78,119.98,30.23,12007.04,4661.71,1631135.79
1,2012-08-10,A,151315,85.05,3.494,221.9584329,6.908,False,11436.22,245.0,6.85,6964.26,4836.22,1592409.97
1,2012-08-17,A,151315,84.85,3.571,222.0384109,6.908,False,3662.06,137.86,4.84,2752.2,3446.15,1597868.05
1,2012-08-24,A,151315,77.66,3.62,222.1719457,6.908,False,6237.83,260.06,2.97,3463.03,7988.25,1494122.38
1,2012-08-31,A,151315,80.49,3.638,222.3054805,6.908,False,21442.73,102.32,21.7,13209.64,3032.96,1582083.4
1,2012-09-07,A,151315,83.96,3.73,222.4390153,6.908,True,5204.68,35.74,50.94,4120.32,2737.17,1661767.33
1,2012-09-14,A,151315,74.97,3.717,222.5820193,6.908,False,17212.52,7.0,18.79,1523.11,7992.72,1517428.87
1,2012-09-21,A,151315,69.87,3.721,222.7818386,6.908,False,6352.3,7.64,4.69,1010.06,6456.71,1506126.06
1,2012-09-28,A,151315,76.08,3.666,222.9816579,6.908,False,3666.27,7.64,1.65,1417.96,4744.28,1437059.26
1,2012-10-05,A,151315,68.55,3.617,223.1814772,6.573,False,8077.89,0.0,18.22,3617.43,3626.14,1670785.97
1,2012-10-12,A,151315,62.99,3.601,223.3812965,6.573,False,2086.18,0.0,8.11,602.36,5926.45,1573072.81
1,2012-10-19,A,151315,67.97,3.594,223.4257233,6.573,False,950.33,0.0,4.93,80.25,2312.85,1508068.77
1,2012-10-26,A,151315,69.16,3.506,223.4442513,6.573,False,2585.85,31.75,6.0,1057.16,1305.01,1493659.74
2,2010-02-05,A,202307,40.19,2.572,210.7526053,8.324,False,0.0,0.0,0.0,0.0,0.0,2136989.46
2,2010-02-12,A,202307,38.49,2.548,210.8979935,8.324,True,0.0,0.0,0.0,0.0,0.0,2137809.5
2,2010-02-19,A,202307,39.69,2.514,210.9451605,8.324,False,0.0,0.0,0.0,0.0,0.0,2124451.54
2,2010-02-26,A,202307,46.1,2.561,210.9759573,8.324,False,0.0,0.0,0.0,0.0,0.0,1865097.27
2,2010-03-05,A,202307,47.17,2.625,211.0067542,8.324,False,0.0,0.0,0.0,0.0,0.0,1991013.13
2,2010-03-12,A,202307,57.56,2.667,211.037551,8.324,False,0.0,0.0,0.0,0.0,0.0,1990483.78
2,2010-03-19,A,202307,54.52,2.72,210.8733316,8.324,False,0.0,0.0,0.0,0.0,0.0,1946070.8800000001
2,2010-03-26,A,202307,51.26,2.732,210.6766095,8.324,False,0.0,0.0,0.0,0.0,0.0,1750197.81
2,2010-04-02,A,202307,63.27,2.719,210.4798874,8.2,False,0.0,0.0,0.0,0.0,0.0,2066187.72
2,2010-04-09,A,202307,65.41,2.77,210.2831653,8.2,False,0.0,0.0,0.0,0.0,0.0,1954689.21
2,2010-04-16,A,202307,68.07,2.808,210.1495463,8.2,False,0.0,0.0,0.0,0.0,0.0,1874957.94
2,2010-04-23,A,202307,65.11,2.795,210.1000648,8.2,False,0.0,0.0,0.0,0.0,0.0,1821990.93
2,2010-04-30,A,202307,66.98,2.78,210.0505833,8.2,False,0.0,0.0,0.0,0.0,0.0,1802450.29
2,2010-05-07,A,202307,71.28,2.835,210.0011018,8.2,False,0.0,0.0,0.0,0.0,0.0,2042581.71
2,2010-05-14,A,202307,73.31,2.854,209.9984585,8.2,False,0.0,0.0,0.0,0.0,0.0,1880752.36
2,2010-05-21,A,202307,74.83,2.826,210.2768443,8.2,False,0.0,0.0,0.0,0.0,0.0,1896937.1
2,2010-05-28,A,202307,81.13,2.759,210.5552301,8.2,False,0.0,0.0,0.0,0.0,0.0,1957113.89
2,2010-06-04,A,202307,81.81,2.705,210.833616,8.2,False,0.0,0.0,0.0,0.0,0.0,2102539.93
2,2010-06-11,A,202307,83.4,2.668,211.1120018,8.2,False,0.0,0.0,0.0,0.0,0.0,2025538.76
2,2010-06-18,A,202307,85.81,2.637,211.1096543,8.2,False,0.0,0.0,0.0,0.0,0.0,2001636.96
2,2010-06-25,A,202307,86.26,2.653,210.9950134,8.2,False,0.0,0.0,0.0,0.0,0.0,1939927.09
2,2010-07-02,A,202307,82.74,2.669,210.8803726,8.099,False,0.0,0.0,0.0,0.0,0.0,2003940.64
2,2010-07-09,A,202307,82.59,2.642,210.7657317,8.099,False,0.0,0.0,0.0,0.0,0.0,1880902.6199999999
2,2010-07-16,A,202307,85.32,2.623,210.7577954,8.099,False,0.0,0.0,0.0,0.0,0.0,1845879.79
2,2010-07-23,A,202307,87.66,2.608,210.8921319,8.099,False,0.0,0.0,0.0,0.0,0.0,1781717.71
2,2010-07-30,A,202307,83.49,2.64,211.0264684,8.099,False,0.0,0.0,0.0,0.0,0.0,1804246.16
2,2010-08-06,A,202307,89.53,2.627,211.1608049,8.099,False,0.0,0.0,0.0,0.0,0.0,1991909.98
2,2010-08-13,A,202307,89.05,2.692,211.2951413,8.099,False,0.0,0.0,0.0,0.0,0.0,1895601.05
2,2010-08-20,A,202307,88.7,2.664,211.2596586,8.099,False,0.0,0.0,0.0,0.0,0.0,1964335.23
2,2010-08-27,A,202307,87.12,2.619,211.2241759,8.099,False,0.0,0.0,0.0,0.0,0.0,1863840.49
2,2010-09-03,A,202307,81.83,2.577,211.1886931,8.099,False,0.0,0.0,0.0,0.0,0.0,1904608.09
2,2010-09-10,A,202307,79.09,2.565,211.1532104,8.099,True,0.0,0.0,0.0,0.0,0.0,1839128.83
2,2010-09-17,A,202307,82.05,2.582,211.1806415,8.099,False,0.0,0.0,0.0,0.0,0.0,1793903.5999999999
2,2010-09-24,A,202307,81.79,2.624,211.2552578,8.099,False,0.0,0.0,0.0,0.0,0.0,1724557.22
2,2010-10-01,A,202307,69.24,2.603,211.3298742,8.163,False,0.0,0.0,0.0,0.0,0.0,1827440.43
2,2010-10-08,A,202307,63.19,2.633,211.4044906,8.163,False,0.0,0.0,0.0,0.0,0.0,1849921.44
2,2010-10-15,A,202307,65.8,2.72,211.4713286,8.163,False,0.0,0.0,0.0,0.0,0.0,1794355.49
2,2010-10-22,A,202307,68.5,2.725,211.5187208,8.163,False,0.0,0.0,0.0,0.0,0.0,1737947.64
2,2010-10-29,A,202307,66.24,2.716,211.5661131,8.163,False,0.0,0.0,0.0,0.0,0.0,1802755.11
2,2010-11-05,A,202307,57.85,2.689,211.6135053,8.163,False,0.0,0.0,0.0,0.0,0.0,1939061.41
2,2010-11-12,A,202307,59.69,2.728,211.6608975,8.163,False,0.0,0.0,0.0,0.0,0.0,1916812.74
2,2010-11-19,A,202307,50.81,2.771,211.5470304,8.163,False,0.0,0.0,0.0,0.0,0.0,1956739.17
2,2010-11-26,A,202307,62.98,2.735,211.4062867,8.163,True,0.0,0.0,0.0,0.0,0.0,2658725.29
2,2010-12-03,A,202307,49.33,2.708,211.265543,8.163,False,0.0,0.0,0.0,0.0,0.0,2015781.27
2,2010-12-10,A,202307,45.5,2.843,211.1247993,8.163,False,0.0,0.0,0.0,0.0,0.0,2378726.55
2,2010-12-17,A,202307,47.55,2.869,211.0645458,8.163,False,0.0,0.0,0.0,0.0,0.0,2609166.75
2,2010-12-24,A,202307,49.97,2.886,211.0646599,8.163,False,0.0,0.0,0.0,0.0,0.0,3436007.68
2,2010-12-31,A,202307,47.3,2.943,211.064774,8.163,True,0.0,0.0,0.0,0.0,0.0,1750434.55
2,2011-01-07,A,202307,44.69,2.976,211.0648881,8.028,False,0.0,0.0,0.0,0.0,0.0,1758050.79
2,2011-01-14,A,202307,33.02,2.983,211.1176713,8.028,False,0.0,0.0,0.0,0.0,0.0,1744193.58
2,2011-01-21,A,202307,41.4,3.016,211.4864691,8.028,False,0.0,0.0,0.0,0.0,0.0,1751384.9
2,2011-01-28,A,202307,42.83,3.01,211.8552668,8.028,False,0.0,0.0,0.0,0.0,0.0,1695371.68
2,2011-02-04,A,202307,38.25,2.989,212.2240646,8.028,False,0.0,0.0,0.0,0.0,0.0,1929346.23
2,2011-02-11,A,202307,33.19,3.022,212.5928624,8.028,True,0.0,0.0,0.0,0.0,0.0,2168041.61
2,2011-02-18,A,202307,57.83,3.045,212.9033115,8.028,False,0.0,0.0,0.0,0.0,0.0,2080884.82
2,2011-02-25,A,202307,60.8,3.065,213.190421,8.028,False,0.0,0.0,0.0,0.0,0.0,1833511.08
2,2011-03-04,A,202307,57.77,3.288,213.4775305,8.028,False,0.0,0.0,0.0,0.0,0.0,1981607.78
2,2011-03-11,A,202307,52.7,3.459,213.7646401,8.028,False,0.0,0.0,0.0,0.0,0.0,1879107.31
2,2011-03-18,A,202307,62.32,3.488,214.0156238,8.028,False,0.0,0.0,0.0,0.0,0.0,1902557.66
2,2011-03-25,A,202307,69.42,3.473,214.2521573,8.028,False,0.0,0.0,0.0,0.0,0.0,1766162.05
2,2011-04-01,A,202307,55.43,3.524,214.4886908,7.931,False,0.0,0.0,0.0,0.0,0.0,1800171.3599999999
2,2011-04-08,A,202307,67.0,3.622,214.7252242,7.931,False,0.0,0.0,0.0,0.0,0.0,1847552.61
2,2011-04-15,A,202307,69.48,3.743,214.9420631,7.931,False,0.0,0.0,0.0,0.0,0.0,1856467.84
2,2011-04-22,A,202307,69.39,3.807,215.1096657,7.931,False,0.0,0.0,0.0,0.0,0.0,1886339.6
2,2011-04-29,A,202307,69.21,3.81,215.2772683,7.931,False,0.0,0.0,0.0,0.0,0.0,1745545.28
2,2011-05-06,A,202307,61.48,3.906,215.4448709,7.931,False,0.0,0.0,0.0,0.0,0.0,1837743.6
2,2011-05-13,A,202307,74.61,3.899,215.6124735,7.931,False,0.0,0.0,0.0,0.0,0.0,1838513.07
2,2011-05-20,A,202307,67.14,3.907,215.3834778,7.931,False,0.0,0.0,0.0,0.0,0.0,1688281.8599999999
2,2011-05-27,A,202307,76.42,3.786,215.1544822,7.931,False,0.0,0.0,0.0,0.0,0.0,1797732.56
2,2011-06-03,A,202307,83.07,3.699,214.9254865,7.931,False,0.0,0.0,0.0,0.0,0.0,1933756.21
2,2011-06-10,A,202307,83.4,3.648,214.6964908,7.931,False,0.0,0.0,0.0,0.0,0.0,1929153.1600000001
2,2011-06-17,A,202307,86.53,3.637,214.6513538,7.931,False,0.0,0.0,0.0,0.0,0.0,1953771.99
2,2011-06-24,A,202307,85.17,3.594,214.7441108,7.931,False,0.0,0.0,0.0,0.0,0.0,1790925.8
2,2011-07-01,A,202307,85.69,3.524,214.8368678,7.852,False,0.0,0.0,0.0,0.0,0.0,1866243.0
2,2011-07-08,A,202307,87.7,3.48,214.9296249,7.852,False,0.0,0.0,0.0,0.0,0.0,1853161.99
2,2011-07-15,A,202307,89.83,3.575,215.0134426,7.852,False,0.0,0.0,0.0,0.0,0.0,1785187.29
2,2011-07-22,A,202307,89.34,3.651,215.0749122,7.852,False,0.0,0.0,0.0,0.0,0.0,1743816.41
2,2011-07-29,A,202307,90.07,3.682,215.1363819,7.852,False,0.0,0.0,0.0,0.0,0.0,1680693.06
2,2011-08-05,A,202307,93.34,3.684,215.1978515,7.852,False,0.0,0.0,0.0,0.0,0.0,1876704.26
2,2011-08-12,A,202307,91.58,3.638,215.2593211,7.852,False,0.0,0.0,0.0,0.0,0.0,1812768.26
2,2011-08-19,A,202307,89.86,3.554,215.3229307,7.852,False,0.0,0.0,0.0,0.0,0.0,1844094.59
2,2011-08-26,A,202307,90.45,3.523,215.386897,7.852,False,0.0,0.0,0.0,0.0,0.0,1821139.91
2,2011-09-02,A,202307,89.64,3.533,215.4508632,7.852,False,0.0,0.0,0.0,0.0,0.0,1809119.7
2,2011-09-09,A,202307,77.97,3.546,215.5148295,7.852,True,0.0,0.0,0.0,0.0,0.0,1748000.65
